titleId,ordering,title,region,language,types,attributes,isOriginalTitle
tt0000046,4,Bois de Boulogne (Porte de Madrid),FR,\N,alternative,\N,0
tt0000047,1,Boulevard des Italiens,\N,\N,original,\N,1
tt0000047,2,Boulevard des Italiens,FR,\N,imdbDisplay,\N,0
tt0000047,3,Итальянский бульвар,RU,\N,imdbDisplay,\N,0
tt0000048,1,The Boxing Kangaroo,US,\N,imdbDisplay,\N,0
tt0000048,2,Боксирующий кенгуру,RU,\N,imdbDisplay,\N,0
tt0000048,3,The Boxing Kangaroo,GB,\N,imdbDisplay,\N,0
tt0000048,4,The Boxing Kangaroo,\N,\N,original,\N,1
tt0000049,1,"Boxing Match; or, Glove Contest",\N,\N,original,\N,1
tt0000049,2,"Boxing Match; or, Glove Contest",GB,\N,imdbDisplay,\N,0
tt0000050,1,Bébé et fillettes,\N,\N,original,\N,1
tt0000050,2,Bébé et fillettes,FR,\N,imdbDisplay,\N,0
tt0000050,3,Baby and Young Girls,US,\N,\N,literal English title,0
tt0000051,1,The Bohemian Encampment,US,\N,\N,\N,0
tt0000051,2,Gypsies at Home,US,\N,\N,literal English title,0
tt0000051,3,El campamento bohemio,XWW,es,\N,\N,0
tt0000051,4,Campement de bohémiens,FR,\N,imdbDisplay,\N,0
tt0000051,5,Campement de bohémiens,\N,\N,original,\N,1
tt0000052,1,Carga de rurales,MX,\N,imdbDisplay,\N,0
tt0000052,2,Soldats ruraux au Mexique,FR,\N,alternative,\N,0
tt0000052,3,Rurales Mexicanos al galope,MX,\N,\N,alternative spelling,0
tt0000052,4,Carga de rurales,\N,\N,alternative,\N,0
tt0000052,5,Verpflichtung der Landpolizei,DE,\N,\N,\N,0
tt0000052,6,Desfile de rurales al galope el 16 de septiembre,\N,\N,\N,\N,0
tt0000052,7,Ruraux au galop,\N,\N,original,\N,1
tt0000053,1,A Chegada do Comboio Inaugural à Estação Central do Porto,PT,\N,imdbDisplay,\N,0
tt0000053,2,A Chegada do Comboio Inaugural à Estação Central do Porto,\N,\N,original,\N,1
tt0000054,1,A Merry-Go-Round,US,\N,\N,\N,0
tt0000054,2,Les chevaux de bois,\N,\N,original,\N,1
tt0000054,3,Les chevaux de bois,FR,\N,imdbDisplay,\N,0
tt0000055,1,Старьёвщик,RU,\N,imdbDisplay,\N,0
tt0000055,2,Le chiffonnier,\N,\N,original,\N,1
tt0000055,3,Le chiffonnier,FR,\N,imdbDisplay,\N,0
tt0000056,1,Uma Corrida de Touros no Campo Pequeno,\N,\N,original,\N,1
tt0000056,2,Uma Corrida de Touros no Campo Pequeno,GB,\N,imdbDisplay,\N,0
tt0000057,1,Cortège de tzar allant à Versailles,\N,\N,original,\N,1
tt0000057,2,Cortège de tzar allant à Versailles,FR,\N,imdbDisplay,\N,0
tt0000057,3,The Czar and His Cortege Going to Versailles,GB,\N,imdbDisplay,\N,0
tt0000058,1,The Czar's Cortege in the Bois de Boulogne,GB,\N,imdbDisplay,\N,0
tt0000058,2,Cortège de tzar au Bois de Boulogne,\N,\N,original,\N,1
tt0000058,3,Cortège de tzar au Bois de Boulogne,FR,\N,imdbDisplay,\N,0
tt0000059,1,Coronation of a Village Maiden,US,\N,\N,\N,0
tt0000059,2,Couronnement de la rosière,\N,\N,original,\N,1
tt0000059,3,Couronnement de la rosière,FR,\N,imdbDisplay,\N,0
tt0000060,1,Dancing Darkies,\N,\N,original,\N,1
tt0000060,2,Dancing Darkies,US,\N,imdbDisplay,\N,0
tt0000061,1,Dancing Girls,GB,\N,imdbDisplay,\N,0
tt0000061,2,Dancing Girls,\N,\N,original,\N,1
tt0000062,1,Danse serpentine,\N,\N,original,\N,1
tt0000062,2,Danse serpentine,FR,\N,imdbDisplay,\N,0
tt0000063,1,Dessinateur express,\N,\N,original,\N,1
tt0000063,2,Dessinateur express (M. Thiers),FR,\N,alternative,\N,0
tt0000063,3,Dessinateur express,FR,\N,imdbDisplay,\N,0
tt0000064,1,Dessinateur: Chamberlain,\N,\N,original,\N,1
tt0000064,2,Dessinateur: Chamberlain,FR,\N,imdbDisplay,\N,0
tt0000065,1,Dessinateur: Reine Victoria,\N,\N,original,\N,1
tt0000065,2,Dessinateur: Reine Victoria,FR,\N,imdbDisplay,\N,0
tt0000066,1,Dessinateur: Von Bismark,FR,\N,imdbDisplay,\N,0
tt0000066,2,Dessinateur: Von Bismark,\N,\N,original,\N,1
tt0000067,1,Dix chapeaux en 60 secondes,\N,\N,original,\N,1
tt0000067,2,Conjurer Making Ten Hats in Sixty Seconds,US,\N,\N,\N,0
tt0000067,3,Dix chapeaux en 60 secondes,FR,\N,imdbDisplay,\N,0
tt0000068,1,Unloading the Boat,US,\N,\N,\N,0
tt0000068,2,Déchargement de bateaux au Havre,FR,\N,alternative,\N,0
tt0000068,3,Déchargement de bateaux,FR,\N,imdbDisplay,\N,0
tt0000068,4,Déchargement de bateaux,\N,\N,original,\N,1
tt0000069,1,Post No Bills,US,\N,\N,\N,0
tt0000069,2,Защита,RU,\N,imdbDisplay,\N,0
tt0000069,3,Colleurs d'affiches,FR,\N,alternative,\N,0
tt0000069,4,Απαγορεύεται η αφισοκόλλησις,GR,\N,imdbDisplay,\N,0
tt0000069,5,Defense Show,US,\N,\N,literal English title,0
tt0000069,6,Défense d'afficher,DE,\N,imdbDisplay,\N,0
tt0000069,7,Défense d'afficher,\N,\N,original,\N,1
tt0000069,8,Défense d'afficher,FR,\N,imdbDisplay,\N,0
tt0000070,10,Demolition of a Wall,CA,en,imdbDisplay,\N,0
tt0000070,11,Разрушение стены,RU,\N,imdbDisplay,\N,0
tt0000070,12,Zburzenie muru,PL,\N,imdbDisplay,\N,0
tt0000070,13,Démolition d'un mur,\N,\N,original,\N,1
tt0000070,14,En vägg rivs,FI,sv,\N,informal title,0
tt0000070,15,Démolition d'un mur,FR,\N,imdbDisplay,\N,0
tt0000070,16,Зруйнування муру,UA,\N,imdbDisplay,\N,0
tt0000070,1,Falbontás,HU,\N,imdbDisplay,\N,0
tt0000070,2,Miten seinä hajotetaan,FI,\N,\N,informal title,0
tt0000070,3,Demolition of a Wall,US,\N,imdbDisplay,\N,0
tt0000070,4,Demolizione di un muro,IT,\N,imdbDisplay,\N,0
tt0000070,5,Demolition of a Wall,GB,\N,imdbDisplay,\N,0
tt0000070,6,Seinän kaataminen,FI,\N,\N,informal title,0
tt0000070,7,Demolición de un muro,UY,\N,\N,premiere title,0
tt0000070,8,Demolition of a Wall,XWW,en,imdbDisplay,\N,0
tt0000070,9,Demolição de um Muro,BR,\N,imdbDisplay,\N,0
tt0000071,1,Automobiles Starting a Race,US,\N,imdbDisplay,\N,0
tt0000071,2,Départ des automobiles,FR,\N,imdbDisplay,\N,0
tt0000071,3,Départ des automobiles,\N,\N,original,\N,1
tt0000072,1,Officers of French Army Leaving Service,US,\N,imdbDisplay,\N,0
tt0000072,2,Départ des officiers,\N,\N,original,\N,1
tt0000072,3,Départ des officiers,FR,\N,imdbDisplay,\N,0
tt0000073,1,Effets de mer sur les rochers,\N,\N,original,\N,1
tt0000073,2,Effets de mer sur les rochers,FR,\N,imdbDisplay,\N,0
tt0000073,3,Sea Breaking on the Rocks,GB,\N,imdbDisplay,\N,0
tt0000074,1,Children Playing on the Beach,GB,\N,imdbDisplay,\N,0
tt0000074,2,Enfants jouant sur la plage,\N,\N,original,\N,1
tt0000074,3,Enfants jouant sur la plage,FR,\N,imdbDisplay,\N,0
tt0000075,10,Escamotage d'une dame au théâtre Robert Houdin,\N,\N,original,\N,1
tt0000075,11,The Conjuring,US,\N,\N,reissue title,0
tt0000075,1,Escamotage d'une dame chez Robert-Houdin,FR,\N,alternative,\N,0
tt0000075,2,Egy hölgy eltűnése,HU,\N,imdbDisplay,\N,0
tt0000075,3,Исчезновение дамы в театре Робера Удена,RU,\N,imdbDisplay,\N,0
tt0000075,4,The Vanishing Lady,\N,\N,\N,\N,0
tt0000075,5,Znikająca kobieta,PL,\N,imdbDisplay,\N,0
tt0000075,6,ロベール＝ウーダン劇場における婦人の雲隠れ,JP,ja,imdbDisplay,\N,0
tt0000075,7,The Conjuring of a Woman at the House of Robert Houdin,US,\N,\N,\N,0
tt0000075,8,Escamotage d'une dame au théâtre Robert Houdin,FR,\N,imdbDisplay,\N,0
tt0000075,9,O Desaparecimento de uma Dama no Teatro Robert Houdin,BR,\N,imdbDisplay,\N,0
tt0000076,1,Выход Рипа и гнома,RU,\N,imdbDisplay,\N,0
tt0000076,2,Rip and the Dwarf,US,\N,\N,copyright title,0
tt0000076,3,Exit of Rip and the Dwarf,US,\N,imdbDisplay,\N,0
tt0000076,4,Exit of Rip and the Dwarf,\N,\N,original,\N,1
tt0000077,1,"Le fakir, mystère indien",\N,\N,original,\N,1
tt0000077,2,"Le fakir, mystère indien",FR,\N,imdbDisplay,\N,0
tt0000078,1,Feira de Gado na Corujeira,PT,\N,imdbDisplay,\N,0
tt0000078,2,Feira de Gado na Corujeira,\N,\N,original,\N,1
tt0000078,3,A Feira da Corujeira,PT,\N,\N,short title,0
